0,Gene Count,Interesting Gene Count,Hypergeom pvalue
GO_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,25,3,0.9660832493940762
GO_MEIOTIC_CHROMOSOME_SEPARATION,25,3,0.9660832493940762
GO_DESMOSOME,25,3,0.9660832493940762
GO_ALDITOL_METABOLIC_PROCESS,25,3,0.9660832493940762
GO_RIG_I_SIGNALING_PATHWAY,25,3,0.9660832493940762
KEGG_PROSTATE_CANCER,89,8,0.9664676646190913
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,103,9,0.9668720219416427
GO_REGULATION_OF_DNA_REPAIR,132,11,0.9672524898743756
GO_PEPTIDYL_LYSINE_METHYLATION,132,11,0.9672524898743756
GO_POSITIVE_REGULATION_OF_CENTRIOLE_REPLICATION,6,1,0.9672924457943691
GO_NUCLEAR_MEMBRANE_ORGANIZATION,6,1,0.9672924457943691
GO_POSITIVE_REGULATION_OF_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS,6,1,0.9672924457943691
GO_WATER_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS,6,1,0.9672924457943691
GO_FOREBRAIN_VENTRICULAR_ZONE_PROGENITOR_CELL_DIVISION,6,1,0.9672924457943691
GO_GAMMA_SECRETASE_COMPLEX,6,1,0.9672924457943691
GO_NEGATIVE_REGULATION_OF_T_CELL_MIGRATION,6,1,0.9672924457943691
GO_THO_COMPLEX,6,1,0.9672924457943691
GO_MYELIN_SHEATH_ABAXONAL_REGION,6,1,0.9672924457943691
GO_POSITIVE_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,6,1,0.9672924457943691
GO_HISTONE_PRE_MRNA_3_END_PROCESSING_COMPLEX,6,1,0.9672924457943691
GO_EXTRINSIC_COMPONENT_OF_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE,6,1,0.9672924457943691
GO_EKC_KEOPS_COMPLEX,6,1,0.9672924457943691
GO_REGULATION_OF_HISTONE_H3_K14_ACETYLATION,6,1,0.9672924457943691
GO_MOTOR_NEURON_MIGRATION,6,1,0.9672924457943691
GO_NEGATIVE_REGULATION_OF_LENS_FIBER_CELL_DIFFERENTIATION,6,1,0.9672924457943691
GO_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_CATABOLIC_PROCESS,6,1,0.9672924457943691
GO_KERATINOCYTE_APOPTOTIC_PROCESS,6,1,0.9672924457943691
GO_NEGATIVE_REGULATION_OF_GLUCOCORTICOID_RECEPTOR_SIGNALING_PATHWAY,6,1,0.9672924457943691
GO_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS,6,1,0.9672924457943691
GO_PULMONARY_ARTERY_MORPHOGENESIS,6,1,0.9672924457943691
GO_NEGATIVE_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY,6,1,0.9672924457943691
GO_REGULATION_OF_OVARIAN_FOLLICLE_DEVELOPMENT,6,1,0.9672924457943691
GO_RESPONSE_TO_HEPARIN,6,1,0.9672924457943691
GO_POSITIVE_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,6,1,0.9672924457943691
GO_DNA_REPAIR_COMPLEX_ASSEMBLY,6,1,0.9672924457943691
GO_POSITIVE_REGULATION_OF_MICROTUBULE_BINDING,6,1,0.9672924457943691
GO_HISTONE_DEPHOSPHORYLATION,6,1,0.9672924457943691
GO_NEGATIVE_REGULATION_OF_HISTONE_H4_ACETYLATION,6,1,0.9672924457943691
GO_SORTING_ENDOSOME,6,1,0.9672924457943691
GO_TRANSCRIPTION_FACTOR_TFIIIC_COMPLEX,6,1,0.9672924457943691
GO_BMP_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,6,1,0.9672924457943691
GO_MITOCHONDRIAL_RIBOSOME_ASSEMBLY,6,1,0.9672924457943691
GO_BRANCHIOMOTOR_NEURON_AXON_GUIDANCE,6,1,0.9672924457943691
GO_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III,6,1,0.9672924457943691
GO_NEGATIVE_REGULATION_OF_PROTEIN_FOLDING,6,1,0.9672924457943691
GO_POSITIVE_REGULATION_OF_GLOMERULAR_MESANGIAL_CELL_PROLIFERATION,6,1,0.9672924457943691
GO_REGULATION_OF_DNA_DUPLEX_UNWINDING,6,1,0.9672924457943691
GO_BCL_2_FAMILY_PROTEIN_COMPLEX,6,1,0.9672924457943691
GO_METANEPHRIC_S_SHAPED_BODY_MORPHOGENESIS,6,1,0.9672924457943691
GO_POSITIVE_REGULATION_OF_ENDOCYTIC_RECYCLING,6,1,0.9672924457943691
GO_SPERM_ANNULUS,6,1,0.9672924457943691
GO_CELLULAR_RESPONSE_TO_CISPLATIN,6,1,0.9672924457943691
GO_PROLINE_BIOSYNTHETIC_PROCESS,6,1,0.9672924457943691
GO_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT,6,1,0.9672924457943691
GO_BASE_EXCISION_REPAIR_GAP_FILLING,6,1,0.9672924457943691
GO_CRANIAL_GANGLION_DEVELOPMENT,6,1,0.9672924457943691
GO_CONVERGENT_EXTENSION_INVOLVED_IN_ORGANOGENESIS,6,1,0.9672924457943691
GO_T_FOLLICULAR_HELPER_CELL_DIFFERENTIATION,6,1,0.9672924457943691
GO_HISTONE_H4_K20_TRIMETHYLATION,6,1,0.9672924457943691
GO_NEGATIVE_REGULATION_OF_RNA_POLYMERASE_II_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING,6,1,0.9672924457943691
GO_REGULATION_OF_CENTROMERE_COMPLEX_ASSEMBLY,6,1,0.9672924457943691
GO_NEGATIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS,6,1,0.9672924457943691
GO_POSITIVE_REGULATION_OF_DOPAMINE_SECRETION,6,1,0.9672924457943691
GO_DETERMINATION_OF_LIVER_LEFT_RIGHT_ASYMMETRY,6,1,0.9672924457943691
GO_POSITIVE_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT,6,1,0.9672924457943691
GO_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,6,1,0.9672924457943691
GO_REGULATION_OF_MESODERMAL_CELL_FATE_SPECIFICATION,6,1,0.9672924457943691
GO_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,6,1,0.9672924457943691
GO_NEGATIVE_REGULATION_OF_TUBULIN_DEACETYLATION,6,1,0.9672924457943691
GO_PEPTIDYL_GLUTAMINE_METHYLATION,6,1,0.9672924457943691
GO_CEREBRAL_CORTEX_TANGENTIAL_MIGRATION,6,1,0.9672924457943691
GO_AXONOGENESIS_INVOLVED_IN_INNERVATION,6,1,0.9672924457943691
GO_REGULATION_OF_HISTONE_H4_K16_ACETYLATION,6,1,0.9672924457943691
GO_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS,6,1,0.9672924457943691
GO_ABSCISSION,6,1,0.9672924457943691
GO_POST_EMBRYONIC_EYE_MORPHOGENESIS,6,1,0.9672924457943691
GO_VERY_LONG_CHAIN_FATTY_ACID_CATABOLIC_PROCESS,6,1,0.9672924457943691
GO_POSITIVE_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS,6,1,0.9672924457943691
GO_RNA_POLYMERASE_II_TRANSCRIPTION_REPRESSOR_COMPLEX,6,1,0.9672924457943691
GO_NEGATIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION,6,1,0.9672924457943691
GO_EPITHELIAL_MESENCHYMAL_CELL_SIGNALING,6,1,0.9672924457943691
GO_HISTONE_H3_K4_DIMETHYLATION,6,1,0.9672924457943691
GO_LIPID_TRANSPORT_ACROSS_BLOOD_BRAIN_BARRIER,6,1,0.9672924457943691
GO_NEGATIVE_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS,6,1,0.9672924457943691
GO_AMP_BIOSYNTHETIC_PROCESS,6,1,0.9672924457943691
GO_POSITIVE_REGULATION_OF_TOOTH_MINERALIZATION,6,1,0.9672924457943691
GO_HISTAMINE_METABOLIC_PROCESS,6,1,0.9672924457943691
GO_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_2B_COMPLEX,6,1,0.9672924457943691
GO_MEDIUM_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS,6,1,0.9672924457943691
GO_ATTACHMENT_OF_GPI_ANCHOR_TO_PROTEIN,6,1,0.9672924457943691
GO_EMBRYONIC_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY,6,1,0.9672924457943691
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT,6,1,0.9672924457943691
GO_RESPONSE_TO_DISACCHARIDE,6,1,0.9672924457943691
GO_REGULATION_OF_LUNG_BLOOD_PRESSURE,6,1,0.9672924457943691
GO_FOLATE_TRANSMEMBRANE_TRANSPORT,6,1,0.9672924457943691
GO_REGULATION_OF_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY,6,1,0.9672924457943691
GO_RNA_GUANINE_N7_METHYLATION,6,1,0.9672924457943691
GO_ENDODEOXYRIBONUCLEASE_COMPLEX,6,1,0.9672924457943691
GO_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX,6,1,0.9672924457943691
GO_PROXIMAL_DENDRITE,6,1,0.9672924457943691
GO_ANNULATE_LAMELLAE,6,1,0.9672924457943691
GO_ADHERENS_JUNCTION_MAINTENANCE,6,1,0.9672924457943691
GO_FACIT_COLLAGEN_TRIMER,6,1,0.9672924457943691
GO_ISG15_PROTEIN_CONJUGATION,6,1,0.9672924457943691
GO_SCF_COMPLEX_ASSEMBLY,6,1,0.9672924457943691
GO_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS,6,1,0.9672924457943691
GO_RESPONSE_TO_SODIUM_ARSENITE,6,1,0.9672924457943691
GO_POSITIVE_REGULATION_OF_COMPLEMENT_ACTIVATION,6,1,0.9672924457943691
GO_CELLULAR_RESPONSE_TO_MINERALOCORTICOID_STIMULUS,6,1,0.9672924457943691
GO_PURINE_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS,6,1,0.9672924457943691
GO_POSITIVE_REGULATION_OF_MUCUS_SECRETION,6,1,0.9672924457943691
GO_OUTER_DENSE_FIBER,6,1,0.9672924457943691
GO_PROTEIN_LOCALIZATION_TO_BICELLULAR_TIGHT_JUNCTION,6,1,0.9672924457943691
GO_MYOFIBROBLAST_DIFFERENTIATION,6,1,0.9672924457943691
GO_GRANULAR_COMPONENT,6,1,0.9672924457943691
GO_SEX_CHROMATIN,6,1,0.9672924457943691
GO_PWP2P_CONTAINING_SUBCOMPLEX_OF_90S_PRERIBOSOME,6,1,0.9672924457943691
GO_METANEPHRIC_PART_OF_URETERIC_BUD_DEVELOPMENT,6,1,0.9672924457943691
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I,6,1,0.9672924457943691
GO_NEGATIVE_REGULATION_OF_GONAD_DEVELOPMENT,6,1,0.9672924457943691
GO_LENS_FIBER_CELL_MORPHOGENESIS,6,1,0.9672924457943691
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_CHOLINERGIC,6,1,0.9672924457943691
GO_REGULATION_OF_PROTEIN_AUTOUBIQUITINATION,6,1,0.9672924457943691
GO_REGULATION_OF_DNA_LIGATION,6,1,0.9672924457943691
GO_POSITIVE_REGULATION_OF_I_KAPPAB_PHOSPHORYLATION,6,1,0.9672924457943691
GO_NEGATIVE_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS,6,1,0.9672924457943691
GO_NEURAL_PLATE_REGIONALIZATION,6,1,0.9672924457943691
GO_SUGAR_MEDIATED_SIGNALING_PATHWAY,6,1,0.9672924457943691
GO_NEGATIVE_REGULATION_OF_MACROPHAGE_APOPTOTIC_PROCESS,6,1,0.9672924457943691
ZNF2_TARGET_GENES,1177,72,0.967617883860171
GO_NEGATIVE_REGULATION_OF_DNA_REPAIR,36,4,0.9678583896066233
GO_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY,36,4,0.9678583896066233
GO_PYRIMIDINE_NUCLEOSIDE_METABOLIC_PROCESS,36,4,0.9678583896066233
GO_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,61,6,0.9681863212456882
GO_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION,61,6,0.9681863212456882
GO_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY,48,5,0.968562994784913
GO_ANTEROGRADE_AXONAL_TRANSPORT,48,5,0.968562994784913
GO_REGULATION_OF_TELOMERASE_ACTIVITY,48,5,0.968562994784913
GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,48,5,0.968562994784913
GO_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,239,18,0.9686716902886527
DLX4_TARGET_GENES,852,54,0.968978331815448
GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,641,42,0.9692284259016002
GO_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,191,15,0.9697518172251862
GO_REGULATION_OF_SULFUR_METABOLIC_PROCESS,14,2,0.9700540723424446
GO_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,14,2,0.9700540723424446
GO_CELLULAR_COPPER_ION_HOMEOSTASIS,14,2,0.9700540723424446
GO_POSITIVE_REGULATION_OF_RECEPTOR_RECYCLING,14,2,0.9700540723424446
GO_AUTOPHAGY_OF_NUCLEUS,14,2,0.9700540723424446
GO_PYRIMIDINE_NUCLEOTIDE_CATABOLIC_PROCESS,14,2,0.9700540723424446
GO_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION,14,2,0.9700540723424446
GO_HOMOCYSTEINE_METABOLIC_PROCESS,14,2,0.9700540723424446
GO_TIM23_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_TRANSLOCASE_COMPLEX,14,2,0.9700540723424446
GO_REGULATION_OF_SECONDARY_METABOLIC_PROCESS,14,2,0.9700540723424446
GO_ENDOLYSOSOME_MEMBRANE,14,2,0.9700540723424446
GO_REPLICATIVE_SENESCENCE,14,2,0.9700540723424446
GO_CDC42_PROTEIN_SIGNAL_TRANSDUCTION,14,2,0.9700540723424446
GO_CONDENSED_CHROMOSOME_OUTER_KINETOCHORE,14,2,0.9700540723424446
GO_PROTEIN_LOCALIZATION_TO_NUCLEOLUS,14,2,0.9700540723424446
GO_MITOTIC_SPINDLE_MIDZONE,14,2,0.9700540723424446
GO_NEGATIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION,14,2,0.9700540723424446
GO_NUCLEOTIDE_SALVAGE,14,2,0.9700540723424446
GO_FATTY_ACID_DERIVATIVE_CATABOLIC_PROCESS,14,2,0.9700540723424446
GO_NEGATIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY,14,2,0.9700540723424446
GO_SIGNAL_TRANSDUCTION_INVOLVED_IN_G2_DNA_DAMAGE_CHECKPOINT,14,2,0.9700540723424446
GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN,14,2,0.9700540723424446
GO_TRANSCRIPTION_EXPORT_COMPLEX,14,2,0.9700540723424446
GO_REGULATION_OF_SPINDLE_CHECKPOINT,14,2,0.9700540723424446
GO_REGULATION_OF_TRANSCRIPTION_OF_NUCLEOLAR_LARGE_RRNA_BY_RNA_POLYMERASE_I,14,2,0.9700540723424446
GO_DNA_DEAMINATION,14,2,0.9700540723424446
GO_PROTEIN_MANNOSYLATION,24,3,0.9703736107021801
GO_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,24,3,0.9703736107021801
GO_REGULATION_OF_SPINDLE_ASSEMBLY,24,3,0.9703736107021801
ILK_TARGET_GENES,24,3,0.9703736107021801
GO_PROTEASOME_ACCESSORY_COMPLEX,24,3,0.9703736107021801
GO_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX,24,3,0.9703736107021801
GO_CARBOHYDRATE_PHOSPHORYLATION,24,3,0.9703736107021801
GO_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION,87,8,0.9704840447875263
GO_NEURON_PROJECTION_CYTOPLASM,87,8,0.9704840447875263
GO_PURINE_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,87,8,0.9704840447875263
GO_NEGATIVE_REGULATION_OF_CELL_GROWTH,190,15,0.9709970176399165
GO_LYMPHOCYTE_APOPTOTIC_PROCESS,73,7,0.9711512350357739
GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,35,4,0.9711768508924778
GO_NUCLEOBASE_METABOLIC_PROCESS,35,4,0.9711768508924778
KEGG_PRION_DISEASES,35,4,0.9711768508924778
GO_REPLICATION_FORK_PROCESSING,35,4,0.9711768508924778
GO_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,35,4,0.9711768508924778
GO_CRISTAE_FORMATION,35,4,0.9711768508924778
GO_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,35,4,0.9711768508924778
GO_POSITIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY,35,4,0.9711768508924778
ALKBH3_TARGET_GENES,433,30,0.9712749868577103
GO_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,47,5,0.9713243896161252
GO_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,47,5,0.9713243896161252
GO_PROTEOLYSIS,1809,107,0.9714498762672731
GO_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION,742,48,0.9715149577433382
GO_RNA_EXPORT_FROM_NUCLEUS,144,12,0.9716171339501984
GO_CYTOSKELETON_DEPENDENT_CYTOKINESIS,100,9,0.9722705934917931
GO_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE,100,9,0.9722705934917931
GO_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,220,17,0.972276473099517
GO_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION,86,8,0.9723605034768972
ZNF8_TARGET_GENES,1041,65,0.9726324662337394
GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,204,16,0.9727282742105618
GO_REGULATION_OF_CENTROSOME_CYCLE,59,6,0.9729219816790051
GO_POSITIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,59,6,0.9729219816790051
GO_HISTONE_EXCHANGE,59,6,0.9729219816790051
GO_COVALENT_CHROMATIN_MODIFICATION,481,33,0.9731486381269727
GO_MITOTIC_CYTOKINESIS,72,7,0.9731833038156403
GO_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,72,7,0.9731833038156403
GO_PROTEIN_ACETYLATION,203,16,0.9738329875432941
GO_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,46,5,0.9739212926484642
GO_CLATHRIN_COAT,46,5,0.9739212926484642
KEGG_PROTEASOME,46,5,0.9739212926484642
GO_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS,46,5,0.9739212926484642
GO_NUCLEAR_PORE,85,8,0.9741514658246273
GO_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR,85,8,0.9741514658246273
GO_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,34,4,0.9742701043906975
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,34,4,0.9742701043906975
GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY,34,4,0.9742701043906975
PID_HDAC_CLASSII_PATHWAY,34,4,0.9742701043906975
GO_TRICARBOXYLIC_ACID_CYCLE,34,4,0.9742701043906975
FOXD3_TARGET_GENES,34,4,0.9742701043906975
GO_RECEPTOR_RECYCLING,34,4,0.9742701043906975
GO_MITOCHONDRIAL_GENOME_MAINTENANCE,23,3,0.9743245237727384
GO_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS,23,3,0.9743245237727384
GO_MAINTENANCE_OF_PROTEIN_LOCATION_IN_NUCLEUS,23,3,0.9743245237727384
KEGG_MISMATCH_REPAIR,23,3,0.9743245237727384
GO_NEGATIVE_REGULATION_OF_PROTEIN_ACETYLATION,23,3,0.9743245237727384
GO_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS,23,3,0.9743245237727384
GO_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS,23,3,0.9743245237727384
GO_LOW_DENSITY_LIPOPROTEIN_RECEPTOR_PARTICLE_METABOLIC_PROCESS,23,3,0.9743245237727384
GO_CHROMATIN_REMODELING,218,17,0.9743953135582373
GO_PROTEIN_STABILIZATION,187,15,0.9745047808921802
GO_CELLULAR_RESPONSE_TO_RADIATION,187,15,0.9745047808921802
GO_REGULATION_OF_GTPASE_ACTIVITY,479,33,0.9745229551159819
GO_TYPE_I_INTERFERON_PRODUCTION,127,11,0.974785760162067
GO_ESTABLISHMENT_OF_RNA_LOCALIZATION,202,16,0.9749037559876644
GO_CLATHRIN_COATED_PIT,71,7,0.9751138383535706
GO_CYTOSKELETON_ORGANIZATION,1396,85,0.9751208872196143
GO_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS,98,9,0.9755017089507404
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,98,9,0.9755017089507404
GO_CELLULAR_RESPONSE_TO_MANGANESE_ION,13,2,0.975582858011119
GO_REGULATION_OF_FEMALE_GONAD_DEVELOPMENT,13,2,0.975582858011119
GO_MULTIVESICULAR_BODY_MEMBRANE,13,2,0.975582858011119
GO_NEGATIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,13,2,0.975582858011119
GO_HISTONE_H3_K9_ACETYLATION,13,2,0.975582858011119
GO_MITOCHONDRIAL_TRNA_PROCESSING,13,2,0.975582858011119
GO_AMINO_SUGAR_CATABOLIC_PROCESS,13,2,0.975582858011119
GO_MLL3_4_COMPLEX,13,2,0.975582858011119
GO_RNA_POLYMERASE_I_COMPLEX,13,2,0.975582858011119
GO_REGULATION_OF_TAU_PROTEIN_KINASE_ACTIVITY,13,2,0.975582858011119
GO_MITOCHONDRIAL_PROTEIN_PROCESSING,13,2,0.975582858011119
GO_U6_SNRNP,13,2,0.975582858011119
GO_ENDOSOME_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT,13,2,0.975582858011119
GO_SNORNA_3_END_PROCESSING,13,2,0.975582858011119
GO_AMINO_SUGAR_BIOSYNTHETIC_PROCESS,13,2,0.975582858011119
GO_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY,13,2,0.975582858011119
GO_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,13,2,0.975582858011119
GO_INTERSTITIAL_MATRIX,13,2,0.975582858011119
GO_POLYAMINE_BIOSYNTHETIC_PROCESS,13,2,0.975582858011119
GO_POSITIVE_REGULATION_OF_PROTEIN_SUMOYLATION,13,2,0.975582858011119
GO_COPI_VESICLE_COAT,13,2,0.975582858011119
ZNF501_TARGET_GENES,13,2,0.975582858011119
GO_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,45,5,0.9763571756212859
GO_CLATHRIN_DEPENDENT_ENDOCYTOSIS,45,5,0.9763571756212859
ZNF830_TARGET_GENES,279,21,0.9763792271037728
GO_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,170,14,0.9765166189991695
GO_REGULATION_OF_RNA_SPLICING,155,13,0.9765570509878635
GO_AMINE_METABOLIC_PROCESS,140,12,0.9768335870174097
KEGG_PANCREATIC_CANCER,70,7,0.9769451251913451
GO_REGULATION_OF_ERBB_SIGNALING_PATHWAY,97,9,0.9770114306723044
GO_PEPTIDE_METABOLIC_PROCESS,907,58,0.9770617587822971
GO_MYELOID_CELL_APOPTOTIC_PROCESS,33,4,0.9771424837952948
GO_RRNA_TRANSCRIPTION,33,4,0.9771424837952948
GO_FILAMENTOUS_ACTIN,33,4,0.9771424837952948
GO_REGULATION_OF_AMYLOID_BETA_FORMATION,33,4,0.9771424837952948
GO_AXON_CYTOPLASM,57,6,0.9771542167767028
GO_PIGMENT_BIOSYNTHETIC_PROCESS,57,6,0.9771542167767028
GO_DNA_RECOMBINATION,294,22,0.9771935834365668
GO_CELL_CYCLE_G1_S_PHASE_TRANSITION,310,23,0.9772494298352353
GO_ASPARAGINE_METABOLIC_PROCESS,5,1,0.9774550863828738
GO_SYNAPTIC_VESICLE_UNCOATING,5,1,0.9774550863828738
GO_SMOOTH_MUSCLE_ADAPTATION,5,1,0.9774550863828738
GO_NEGATIVE_REGULATION_OF_HELICASE_ACTIVITY,5,1,0.9774550863828738
GO_METANEPHRIC_LOOP_OF_HENLE_DEVELOPMENT,5,1,0.9774550863828738
GO_INTERKINETIC_NUCLEAR_MIGRATION,5,1,0.9774550863828738
GO_VIRAL_TRANSLATIONAL_TERMINATION_REINITIATION,5,1,0.9774550863828738
GO_REGULATION_OF_SODIUM_DEPENDENT_PHOSPHATE_TRANSPORT,5,1,0.9774550863828738
GO_RESPONSE_TO_FLUORIDE,5,1,0.9774550863828738
GO_TRIGEMINAL_GANGLION_DEVELOPMENT,5,1,0.9774550863828738
GO_MITOCHONDRIAL_TRNA_METHYLATION,5,1,0.9774550863828738
GO_TANGENTIAL_MIGRATION_FROM_THE_SUBVENTRICULAR_ZONE_TO_THE_OLFACTORY_BULB,5,1,0.9774550863828738
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_OXIDATIVE_STRESS,5,1,0.9774550863828738
GO_NEGATIVE_REGULATION_OF_DNA_CATABOLIC_PROCESS,5,1,0.9774550863828738
GO_PROTEIN_O_LINKED_FUCOSYLATION,5,1,0.9774550863828738
GO_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION,5,1,0.9774550863828738
GO_HOMOSERINE_METABOLIC_PROCESS,5,1,0.9774550863828738
GO_POSITIVE_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,5,1,0.9774550863828738
GO_KICSTOR_COMPLEX,5,1,0.9774550863828738
GO_SNORNA_LOCALIZATION,5,1,0.9774550863828738
GO_LEUCINE_IMPORT_ACROSS_PLASMA_MEMBRANE,5,1,0.9774550863828738
GO_REGULATION_OF_GASTRIC_MOTILITY,5,1,0.9774550863828738
GO_REGULATION_OF_HISTAMINE_SECRETION_BY_MAST_CELL,5,1,0.9774550863828738
GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_MIGRATION,5,1,0.9774550863828738
GO_TRANSCRIPTION_FACTOR_CATABOLIC_PROCESS,5,1,0.9774550863828738
GO_CGMP_CATABOLIC_PROCESS,5,1,0.9774550863828738
